pmid	year	free_full_text	type	doi	title
30529582	2019	yes	primary	10.1053/j.gastro.2018.11.066	Large-Scale Genome-Wide Association Study of East Asians Identifies Loci Associated With Risk for Colorectal Cancer
30470736	2018	yes	primary	10.1038/s41419-018-1158-9	Author Correction: WWOX controls hepatic HIF1α to suppress hepatocyte proliferation and neoplasia
30385613	2019	yes	primary	10.1158/0008-5472.CAN-18-1089	Genetic Variants of VEGFA and FLT4 Are Determinants of Survival in Renal Cell Carcinoma Patients Treated with Sorafenib
30370248	2018	yes	review	10.3389/fonc.2018.00420	Modeling WWOX Loss of Function in vivo: What Have We Learned?
30362252	2019	yes	primary	10.1002/humu.23675	Early infantile-onset epileptic encephalopathy 28 due to a homozygous microdeletion involving the WWOX gene in a region of uniparental disomy
30356099	2019	yes	review	10.1038/s41436-018-0339-3	The phenotypic spectrum of WWOX-related disorders: 20 additional cases of WOREE syndrome and review of the literature
30335523	2018	yes	primary	10.1177/1535370218806455	The downregulation of WWOX induces epithelial-mesenchymal transition and enhances stemness and chemoresistance in breast cancer
30307120	2018	yes	primary	10.1111/1759-7714.12824	Inhibition of miR-24 suppresses malignancy of human non-small cell lung cancer cells by targeting WWOX in vitro and in vivo
30290271	2019	yes	primary	10.1016/j.nbd.2018.09.026	Wwox deletion leads to reduced GABA-ergic inhibitory interneuron numbers and activation of microglia and astrocytes in mouse hippocampus
30285739	2018	yes	primary	10.1186/s12915-018-0576-6	VOPP1 promotes breast tumorigenesis by interacting with the tumor suppressor WWOX
30242144	2018	yes	primary	10.12659/MSM.909675	Expression of B Cell-Specific Moloney Murine Leukemia Virus Integration Site 1 (BMI-1) and WW Domain-Containing Oxidoreductase (WWOX) in Liver Cancer Tissue and Normal Liver Tissue
30214895	2018	yes	review	10.3389/fonc.2018.00350	Cancerous Protein Network That Inhibits the Tumor Suppressor Function of WW Domain-Containing Oxidoreductase (WWOX) by Aberrantly Expressed Molecules
30211123	2018	yes	review	10.3389/fonc.2018.00345	WWOX Tumor Suppressor Gene in Breast Cancer, a Historical Perspective and Future Directions
30158849	2018	yes	review	10.3389/fnins.2018.00563	WWOX Phosphorylation, Signaling, and Role in Neurodegeneration
30154439	2018	yes	primary	10.1038/s41467-018-05852-8	Loss of Wwox drives metastasis in triple-negative breast cancer by JAK2/STAT3 axis
30082886	2018	yes	primary	10.1038/s41419-018-0896-z	Somatic loss of WWOX is associated with TP53 perturbation in basal-like breast cancer
30013442	2018	yes	primary	10.7150/ijms.25553	Relationship of genetic variant distributions of WW domain-containing oxidoreductase gene with uterine cervical cancer
29905011	2018	yes	primary	10.1002/cam4.1591	Low expression of WW domain-containing oxidoreductase associates with hepatocellular carcinoma aggressiveness and recurrence after curative resection
29852413	2018	no	primary	10.1016/j.seizure.2018.05.005	Diagnostic yield of targeted massively parallel sequencing in children with epileptic encephalopathy
29845204	2018	yes	primary	10.3892/mmr.2018.9058	LncRNA WWOX‑AS1 inhibits the proliferation, migration and invasion of osteosarcoma cells
29764119	2019	yes	primary	10.4143/crt.2018.157	Founder Mutations for Early Onset Melanoma as Revealed by Whole Exome Sequencing Suggests That This is Not Associated with the Increasing Incidence of Melanoma in Poland
29724996	2018	yes	primary	10.1038/s41419-018-0510-4	WWOX controls hepatic HIF1α to suppress hepatocyte proliferation and neoplasia
29675105	2018	yes	primary	10.7150/jca.23808	Association of WWOX rs9926344 polymorphism with poor prognosis of hepatocellular carcinoma
29662317	2018	yes	primary	10.2147/OTT.S152140	Association between WWOX and the risk of malignant tumor, especially among Asians: evidence from a meta-analysis
29581896	2018	yes	primary	10.1038/s41420-018-0047-4	Chasing the signaling run by tri-molecular time-lapse FRET microscopy
29551923	2017	yes	primary	10.1016/j.sjbs.2017.11.012	Establishment of optimal regulatory network of colorectal cancer based on p42.3 protein
29481666	2018	yes	primary	10.1093/hmg/ddy067	Identification of seven novel loci associated with amino acid levels using single-variant and gene-based tests in 8545 Finnish men from the METSIM study
29390993	2018	yes	primary	10.1186/s12920-018-0320-7	Efficient strategy for the molecular diagnosis of intractable early-onset epilepsy using targeted gene sequencing
29310447	2018	yes	review	10.1177/1535370217752350	Phosphorylation/de-phosphorylation in specific sites of tumor suppressor WWOX and control of distinct biological events
29310145	2018	yes	primary	10.1055/s-0037-1618597	Immunohistochemical WWOX Expression and Association with Angiogenesis, p53 Expression, Cell Proliferation and Clinicopathological Parameters in Cervical Cancer
29200707	2017	yes	primary	10.4103/ijmpo.ijmpo_125_17	WWOX rs11644322 Polymorphism, Gemcitabine, and Pancreatic Cancer
29164763	2018	yes	primary	10.1111/jcmm.13456	TMEM207 hinders the tumour suppressor function of WWOX in oral squamous cell carcinoma
29152092	2017	yes	primary	10.18632/oncotarget.21086	The long non-coding RNA PARTICLE is associated with WWOX and the absence of FRA16D breakage in osteosarcoma patients
29108237	2017	yes	primary	10.18632/oncotarget.19228	The circRNA interactome-innovative hallmarks of the intra- and extracellular radiation response
29100284	2017	yes	primary	10.18632/oncotarget.18373	Exosomes containing differential expression of microRNA and mRNA in osteosarcoma that can predict response to chemotherapy
29085479	2017	yes	primary	10.3892/ol.2017.6747	Correlation between osteosarcoma and the expression of WWOX and p53
29069730	2017	yes	primary	10.18632/oncotarget.17776	Inhibition of colorectal cancer genomic copy number alterations and chromosomal fragile site tumor suppressor FHIT and WWOX deletions by DNA mismatch repair
29067327	2017	yes	primary	10.1016/j.trci.2017.02.001	Zfra restores memory deficits in Alzheimer's disease triple-transgenic mice by blocking aggregation of TRAPPC6AΔ, SH3GLB2, tau, and amyloid β, and inflammatory NF-κB activation
28977834	2017	yes	primary	10.18632/oncotarget.17126	Decreased WWOX expression promotes angiogenesis in osteosarcoma
28943951	2017	yes	primary	10.3892/ol.2017.6672	Recurrent alterations of the WW domain containing oxidoreductase gene spanning the common fragile site FRA16D in multiple myeloma and monoclonal gammopathy of undetermined significance
28787462	2017	yes	primary	10.1371/journal.pone.0182610	Novel near-diploid ovarian cancer cell line derived from a highly aneuploid metastatic ovarian tumor
28769061	2017	yes	primary	10.1038/s41598-017-07295-5	PARTICLE triplexes cluster in the tumor suppressor WWOX and may extend throughout the human genome
28763065	2017	yes	primary	10.1038/tp.2017.159	Genome-wide association analysis identifies common variants influencing infant brain volumes
28749468	2017	yes	primary	10.1038/cddis.2017.346	WWOX sensitises ovarian cancer cells to paclitaxel via modulation of the ER stress response
28742274	2017	yes	primary	10.1002/ajmg.a.38350	Whole exome sequencing identified genetic variations in Chinese hemangioblastoma patients
28724435	2017	yes	review	10.1186/s12943-017-0693-9	WW domain-binding protein 2: an adaptor protein closely linked to the development of breast cancer
28708106	2017	yes	primary	10.3390/molecules22071175	Evodiamine Exerts an Anti-Hepatocellular Carcinoma Activity through a WWOX-Dependent Pathway
28523049	2017	yes	primary	10.12669/pjms.332.11687	Expression of CD133, E-cadherin and WWOX in colorectal cancer and related analysis
28521426	2017	yes	primary	10.3892/ol.2017.5850	Exploring the mechanism of WWOX growth inhibitory effects on oral squamous cell carcinoma
28496150	2017	yes	primary	10.1038/s41598-017-01875-1	Long non-coding RNA PARTICLE bridges histone and DNA methylation
28426730	2017	yes	primary	10.1371/journal.pone.0176141	Functional genetic variant of WW domain-containing oxidoreductase (WWOX) gene is associated with hepatocellular carcinoma risk
28386190	2017	yes	primary	10.1016/j.sjbs.2017.01.036	Establishment of apoptotic regulatory network for genetic markers of colorectal cancer and optimal selection of traditional Chinese medicine target
28386169	2017	yes	primary	10.1016/j.sjbs.2017.01.014	Establishment of apoptotic regulatory network for genetic markers of colorectal cancer
28373548	2017	yes	primary	10.1073/pnas.1704296114	Editorial Expression of Concern: WWOX gene restoration prevents lung cancer growth in vitro and in vivo
28283473	2017	yes	primary	10.1152/ajplung.00034.2017	Loss of lung WWOX expression causes neutrophilic inflammation
28280357	2017	yes	primary	10.2147/OTT.S125185	A new tumor suppressor lncRNA RP11-190D6.2 inhibits the proliferation, migration, and invasion of epithelial ovarian cancer cells
28151481	2017	yes	primary	10.1038/cddis.2016.403	Epigenetic regulation of HGF/Met receptor axis is critical for the outgrowth of bone metastasis from breast carcinoma
28123895	2016	yes	primary	10.1080/2162402X.2016.1253653	The non-inflammatory role of C1q during Her2/neu-driven mammary carcinogenesis
28045433	2017	yes	review	10.3390/ijms18010075	Functions and Epigenetic Regulation of Wwox in Bone Metastasis from Breast Carcinoma: Comparison with Primary Tumors
27999774	2016	yes	review	10.3389/fcell.2016.00141	HYAL-2-WWOX-SMAD4 Signaling in Cell Death and Anticancer Response
27869163	2017	yes	primary	10.1038/onc.2016.389	Wwox-Brca1 interaction: role in DNA repair pathway choice
27845895	2017	yes	primary	10.18632/oncotarget.13268	Hyaluronan activates Hyal-2/WWOX/Smad4 signaling and causes bubbling cell death when the signaling complex is overexpressed
27773744	2017	yes	primary	10.1016/j.jbior.2016.09.008	Fhit and Wwox loss-associated genome instability: A genome caretaker one-two punch
27655721	2016	yes	primary	10.18632/oncotarget.12082	Functional genetic variant in the Kozak sequence of WW domain-containing oxidoreductase (WWOX) gene is associated with oral cancer risk
27572307	2016	yes	primary	10.18632/oncotarget.11625	Oncogenic roles of the SETDB2 histone methyltransferase in gastric cancer
27569545	2016	yes	primary	10.1016/j.ajhg.2016.06.036	Rare Inherited and De Novo CNVs Reveal Complex Contributions to ASD Risk in Multiplex Families
27551470	2015	yes	primary	10.1038/cddiscovery.2015.40	Current questions and controversies in chromosome fragile site research: does WWOX, the gene product of common fragile site FRA16D, have a passive or active role in cancer?
27551439	2015	yes	primary	10.1038/cddiscovery.2015.3	WWOX dysfunction induces sequential aggregation of TRAPPC6AΔ, TIAF1, tau and amyloid β, and causes apoptosis
27550453	2016	yes	primary	10.1158/0008-5472.CAN-16-0621	WWOX and p53 Dysregulation Synergize to Drive the Development of Osteosarcoma
27501229	2016	yes	primary	10.1371/journal.pone.0160901	Genomic Alteration in Head and Neck Squamous Cell Carcinoma (HNSCC) Cell Lines Inferred from Karyotyping, Molecular Cytogenetics, and Array Comparative Genomic Hybridization
27495153	2016	yes	primary	10.1186/s12881-016-0317-z	W44X mutation in the WWOX gene causes intractable seizures and developmental delay: a case report
27339895	2016	yes	primary	10.1074/jbc.M116.716167	Role of WW Domain-containing Oxidoreductase WWOX in Driving T Cell Acute Lymphoblastic Leukemia Maturation
27313745	2016	yes	primary	10.3892/ol.2016.4495	Reduced expression of the WW domain-containing oxidoreductase in human hematopoietic malignancies
27308504	2015	yes	primary	10.1080/23723556.2015.1008288	WWOX guards genome stability by activating ATM
27308416	2014	yes	primary	10.4161/23723548.2014.965640	WWOX loss activates aerobic glycolysis
27234396	2013	yes	review	10.1186/2213-0802-1-15	Role of WWOX and NF-κB in lung cancer progression
27234387	2013	yes	primary	10.1186/2213-0802-1-5	Self-aggregating TIAF1 in lung cancer progression
27190995	2016	yes	primary	10.1155/2016/6594039	WWOX CNV-67048 Functions as a Risk Factor for Epithelial Ovarian Cancer in Chinese Women by Negatively Interacting with Oral Contraceptive Use
27162544	2016	yes	primary	10.7150/jca.13437	Combining Telomerase Reverse Transcriptase Genetic Variant rs2736100 with Epidemiologic Factors in the Prediction of Lung Cancer Susceptibility
27075929	2016	yes	review	10.1177/1535370216644531	Bubbling cell death: A hot air balloon released from the nucleus in the cold
26929649	2016	yes	primary	10.2147/OTT.S99106	Association of polymorphisms in WWOX gene with risk and outcome of osteosarcoma in a sample of the young Chinese population
26910372	2016	yes	primary	10.18632/oncotarget.7546	Genetic association study identifies a functional CNV in the WWOX gene contributes to the risk of intracranial aneurysms
26902998	2016	yes	primary	10.1038/srep21716	The role of WWOX polymorphisms on COPD susceptibility and pulmonary function traits in Chinese: a case-control study and family-based analysis
26857392	2016	yes	primary	10.1093/jnci/djv387	Relevance of Sp Binding Site Polymorphism in WWOX for Treatment Outcome in Pancreatic Cancer
26675548	2016	yes	primary	10.18632/oncotarget.6571	WWOX modulates the ATR-mediated DNA damage checkpoint response
26499798	2015	yes	review	10.1074/jbc.R115.676346	Pleiotropic Functions of Tumor Suppressor WWOX in Normal and Cancer Cells
26355344	2015	yes	primary	10.1038/cddis.2015.251	A cascade of protein aggregation bombards mitochondria for neurodegeneration and apoptosis under WWOX deficiency
26302329	2015	yes	primary	10.1371/journal.pone.0136356	Tumor Suppressor WWOX Contributes to the Elimination of Tumorigenic Cells in Drosophila melanogaster
26256646	2015	yes	primary	10.1038/srep12959	Tumor Suppressor WWOX inhibits osteosarcoma metastasis by modulating RUNX2 function
26120275	2015	yes	primary		Expression of WW domain-containing oxidoreductase WWOX in pterygium
26070663	2015	yes	primary	10.1101/gr.191247.115	Unbalanced translocations arise from diverse mutational mechanisms including chromothripsis
26055163	2015	yes	primary	10.1186/s12929-015-0148-9	In Memoriam: Shur-Tzu (Su) Chen, a pioneer in tumor suppressor WWOX for neuroscience
26041563	2015	yes	primary	10.1186/s12943-015-0389-y	HGF and TGFβ1 differently influenced Wwox regulatory function on Twist program for mesenchymal-epithelial transition in bone metastatic versus parental breast carcinoma cells
26010871	2015	yes	primary	10.1371/journal.pone.0126526	Death Receptor-Induced Apoptosis Signalling Regulation by Ezrin Is Cell Type Dependent and Occurs in a DISC-Independent Manner in Colon Cancer Cells
25934800	2015	yes	primary	10.1093/nar/gkv419	Signatures of accelerated somatic evolution in gene promoters in multiple cancer types
25891642	2015	yes	primary	10.3892/mmr.2015.3640	Effect of the WWOX gene on the regulation of the cell cycle and apoptosis in human ovarian cancer stem cells
25802472	2015	yes	primary	10.1177/1535370215574226	Introduction to a thematic issue for WWOX
25789010	2015	yes	primary	10.3892/ol.2015.2971	Ectopic expression of the WWOX gene suppresses stemness of human ovarian cancer stem cells
25779665	2015	yes	primary	10.18632/oncotarget.3153	UV irradiation/cold shock-mediated apoptosis is switched to bubbling cell death at low temperatures
25710931	2015	yes	review	10.1177/1535370214566558	Versatile communication strategies among tandem WW domain repeats
25708809	2015	yes	primary	10.18632/oncotarget.2927	MicroRNA-153 promotes Wnt/β-catenin activation in hepatocellular carcinoma through suppression of WWOX
25703206	2015	yes	primary	10.1002/jmr.2419	Allostery mediates ligand binding to WWOX tumor suppressor via a conformational switch
25681467	2015	yes	review	10.1177/1535370214561953	Alteration of WWOX in human cancer: a clinical view
25678599	2015	no	primary	10.1158/1541-7786.MCR-14-0180	The Tumor-Suppressor WWOX and HDAC3 Inhibit the Transcriptional Activity of the β-Catenin Coactivator BCL9-2 in Breast Cancer Cells
25662954	2015	yes	review	10.1177/1535370214561586	Structural insights into the functional versatility of WW domain-containing oxidoreductase tumor suppressor
25659037	2015	yes	primary	10.4161/15384101.2014.977103	WWOX suppresses prostate cancer cell progression through cyclin D1-mediated cell cycle arrest in the G1 phase
25650666	2015	yes	primary	10.18632/oncotarget.2876	Trafficking protein particle complex 6A delta (TRAPPC6AΔ) is an extracellular plaque-forming protein in the brain
25649963	2015	yes	primary	10.7717/peerj.727	Loss of wwox expression in zebrafish embryos causes edema and alters Ca(2+) dynamics
25627656	2015	yes	review	10.1177/1535370214565991	Tyrosine phosphorylation of WW proteins
25612104	2015	yes	primary	10.1371/journal.pone.0115353	Epigenetic and genetic alterations affect the WWOX gene in head and neck squamous cell carcinoma
25595191	2015	yes	review	10.1177/1535370214566747	Regulation of cell signaling and apoptosis by tumor suppressor WWOX
25595187	2015	yes	primary	10.1177/1535370214565989	Modulation of Sonic hedgehog signaling and WW domain containing oxidoreductase WOX1 expression enhances radiosensitivity of human glioblastoma cells
25595186	2015	yes	review	10.1177/1535370214565990	WWOX, the chromosomal fragile site FRA16D spanning gene: its role in metabolism and contribution to cancer
25595185	2015	yes	review	10.1177/1535370214565992	WWOX, large common fragile site genes, and cancer
25539992	2015	yes	primary	10.1007/s13402-014-0213-5	Synergy of leptin/STAT3 with HER2 receptor induces tamoxifen resistance in breast cancer cells through regulation of apoptosis-related genes
25538133	2015	yes	review	10.1177/1535370214561590	WWOX: a fragile tumor suppressor
25537520	2014	yes	review	10.18632/oncotarget.2961	WW domain-containing oxidoreductase in neuronal injury and neurological diseases
25517572	2015	no	primary	10.3109/15412555.2014.948993	The Functional Copy Number Variation-67048 in WWOX Contributes to Increased Risk of COPD in Southern and Eastern Chinese
25502636	2014	no	primary	10.1159/000366372	WWOX suppresses cell growth and induces cell apoptosis via inhibition of P38 nuclear translocation in cholangiocarcinoma
25491415	2015	yes	review	10.1177/1535370214561956	The tumor suppressor WW domain-containing oxidoreductase modulates cell metabolism
25488911	2015	yes	review	10.1177/1535370214561957	Strategies of oncogenic microbes to deal with WW domain-containing oxidoreductase
25476151	2015	yes	review	10.1177/1535370214561587	Roles of the WWOX in pathogenesis and endocrine therapy of breast cancer
25432984	2015	yes	review	10.1177/1535370214561588	Role of WW domain proteins WWOX in development, prognosis, and treatment response of glioma
25418192	2014	yes	primary	10.5732/cjc.014.10209	Investigation of osteosarcoma genomics and its impact on targeted therapy: an international collaboration to conquer human osteosarcoma
25417742	2015	no	primary	10.1007/s12253-014-9820-8	The Evaluation of WBP2NL-Related Genes Expression in Breast Cancer
25416187	2015	yes	review	10.1177/1535370214561952	The fragile site WWOX gene and the developing brain
25401976	2015	yes	primary	10.18632/oncotarget.2636	FHIT loss-induced DNA damage creates optimal APOBEC substrates: Insights into APOBEC-mediated mutagenesis
25400415	2014	yes	primary	10.3978/j.issn.1000-9604.2014.09.03	WWOX suppresses KLF5 expression and breast cancer cell growth
25331887	2014	yes	primary	10.1073/pnas.1409252111	WWOX, the common fragile site FRA16D gene product, regulates ATM activation and the DNA damage response
25300511	2014	yes	review	10.1007/s00018-014-1753-6	Very large common fragile site genes and their potential role in cancer development
25295115	2014	yes	primary	10.3892/ol.2014.2476	Alternating expression levels of WWOX tumor suppressor and cancer-related genes in patients with bladder cancer
25245215	2014	yes	review	10.1007/s00018-014-1724-y	The common fragile site FRA16D gene product WWOX: roles in tumor suppression and genomic stability
25238781	2014	yes	review	10.1007/s00018-014-1716-y	Role of common fragile sites and corresponding genes in cancer development
25198128	2014	yes	primary	10.1371/journal.pone.0107050	Identification of genes related to beak deformity of chickens using digital gene expression profiling
25051421	2014	yes	primary	10.3892/or.2014.3335	WWOX modulates the gene expression profile in the T98G glioblastoma cell line rendering its phenotype less malignant
25024751	2014	yes	primary	10.1186/1868-7083-6-13	Impact of decitabine on immunohistochemistry expression of the putative tumor suppressor genes FHIT, WWOX, FUS1 and PTEN in clinical tumor samples
25012504	2014	yes	primary	10.1038/cdd.2014.95	Tumor suppressor WWOX regulates glucose metabolism via HIF1α modulation
24969559	2014	no	primary	10.1007/s13277-014-2239-8	SENP2 regulated the stability of β-catenin through WWOX in hepatocellular carcinoma cell
24959289	2014	yes	primary	10.3892/ol.2014.2063	Evaluation of the mechanism of epithelial-mesenchymal transition in human ovarian cancer stem cells transfected with a WW domain-containing oxidoreductase gene
24955146	2014	yes	primary	10.1186/1897-4287-12-15	Expanding the genetic basis of copy number variation in familial breast cancer
24949445	2014	yes	primary	10.1155/2014/424796	The analysis of genetic aberrations in children with inherited neurometabolic and neurodevelopmental disorders
24938873	2014	yes	primary	10.1007/s13277-014-2196-2	Diverse effect of WWOX overexpression in HT29 and SW480 colon cancer cell lines
24935583	2014	no	primary	10.7314/apjcp.2014.15.9.3973	Association of the rs1042522 polymorphism with increased risk of prostate adenocarcinoma in the Pakistani population and its HuGE review
24932569	2014	yes	review	10.1016/j.bbcan.2014.06.001	WWOX at the crossroads of cancer, metabolic syndrome related traits and CNS pathologies
24929828	2014	yes	primary	10.1038/ng.3011	Genome-wide association analysis identifies six new loci associated with forced vital capacity
24871327	2014	yes	primary	10.1161/CIRCGENETICS.113.000248	The WWOX gene modulates high-density lipoprotein and lipid metabolism
24748104	2014	yes	primary	10.1371/journal.pone.0095783	Genome-wide analysis of loss of heterozygosity in breast infiltrating ductal carcinoma distant normal tissue highlights arm specific enrichment and expansion across tumor stages
24648952	2013	yes	primary	10.3892/br.2013.86	Methylation status of WWOX gene promoter CpG islands in epithelial ovarian cancer and its clinical significance
24550385	2014	yes	primary	10.1074/jbc.M113.506790	Characterizing WW domain interactions of tumor suppressor WWOX reveals its association with multiprotein networks
24520212	2014	yes	review	10.7150/ijbs.7727	Common Chromosomal Fragile Site Gene WWOX in Metabolic Disorders and Tumors
24510053	2014	no	review	10.1177/1535370213519213	WW domain-containing oxidoreductase's role in myriad cancers: clinical significance and future implications
24503545	2013	yes	primary	10.3233/ACP-140087	Expression of WW domain-containing oxidoreductase WOX1 in human nervous system tumors
24456803	2014	yes	primary	10.1186/1750-1172-9-12	The supposed tumor suppressor gene WWOX is mutated in an early lethal microcephaly syndrome with epilepsy, growth retardation and retinal degeneration
24454681	2014	yes	primary	10.1371/journal.pone.0079079	The degree of segmental aneuploidy measured by total copy number abnormalities predicts survival and recurrence in superficial gastroesophageal adenocarcinoma
24369382	2014	yes	primary	10.1093/brain/awt338	The tumour suppressor gene WWOX is mutated in autosomal recessive cerebellar ataxia with epilepsy and mental retardation
24330824	2013	yes	primary	10.1186/1755-8794-6-56	Correlation of WWOX, RUNX2 and VEGFA protein expression in human osteosarcoma
24330518	2013	yes	primary	10.1186/1471-2407-13-593	The cancer gene WWOX behaves as an inhibitor of SMAD3 transcriptional activity via direct binding
24308844	2013	yes	primary	10.1021/bi400987k	Molecular origin of the binding of WWOX tumor suppressor to ErbB4 receptor tyrosine kinase
24137446	2013	yes	primary	10.3892/ol.2013.1514	Gene expression of WWOX, FHIT and p73 in acute lymphoblastic leukemia
24137423	2013	yes	primary	10.3892/ol.2013.1438	Effects of 5-Aza-2'-deoxycytidine on the methylation state and function of the WWOX gene in the HO-8910 ovarian cancer cell line
24127039	2014	no	primary	10.1007/s13277-013-1213-1	WW domain containing oxidoreductase induces apoptosis in gallbladder-derived malignant cell by upregulating expression of P73 and PUMA
24098343	2013	yes	primary	10.1371/journal.pone.0074642	Genome-wide association study of gene by smoking interactions in coronary artery calcification
24086726	2013	yes	primary	10.1371/journal.pone.0076317	Replication study for the association of 9 East Asian GWAS-derived loci with susceptibility to type 2 diabetes in a Japanese population
24008736	2013	yes	primary	10.1038/cddis.2013.308	WWOX suppresses autophagy for inducing apoptosis in methotrexate-treated human squamous cell carcinoma
23849374	2013	no	primary	10.1016/j.oooo.2013.05.007	WWOX expression in giant cell lesions of the jaws
23534718	2013	no	primary	10.7314/apjcp.2013.14.1.165	Expression of fragile histidine triad (FHIT) and WW-domain oxidoreductase gene (WWOX) in nasopharyngeal carcinoma
23464470	2012	no	primary	10.7314/apjcp.2012.13.12.6429	Effects of sodium valproate on the growth of human ovarian cancer cell line HO8910
23459853	2013	yes	primary	10.3389/fonc.2013.00043	Tumor Suppressor WWOX and p53 Alterations and Drug Resistance in Glioblastomas
23370280	2013	yes	primary	10.1038/cddis.2013.6	Tumor suppressor WWOX binds to ΔNp63α and sensitizes cancer cells to chemotherapy
23317259	2012	no	primary	10.7314/apjcp.2012.13.11.5799	Ectopic overexpression of COTE1 promotes cellular invasion of hepatocellular carcinoma
23277037	2013	no	review	10.2741/s358	Role of WWOX/WOX1 in Alzheimer's disease pathology and in cell death signaling
23254685	2013	yes	primary	10.1002/jcp.24308	Conditional inactivation of the mouse Wwox tumor suppressor gene recapitulates the null phenotype
23028374	2012	yes	primary	10.1371/journal.pgen.1002981	De novo CNV formation in mouse embryonic stem cells occurs in the absence of Xrcc4-dependent nonhomologous end joining
22860045	2012	yes	primary	10.1371/journal.pone.0042001	A comprehensive characterization of genome-wide copy number aberrations in colorectal cancer reveals novel oncogenes and patterns of alterations
22855598	2012	yes	primary	10.1182/blood-2012-03-419937	Genome-wide analysis reveals recurrent structural abnormalities of TP63 and other p53-related genes in peripheral T-cell lymphomas
22806168	2012	yes	primary	10.1158/1055-9965.EPI-12-0386	A multistage genetic association study identifies breast cancer risk loci at 10q25 and 16q24
22736928	2012	yes	primary	10.3748/wjg.v18.i23.3020	WWOX induces apoptosis and inhibits proliferation of human hepatoma cell line SMMC-7721
22634283	2012	yes	primary	10.1016/j.jmb.2012.05.015	Biophysical basis of the binding of WWOX tumor suppressor to WBP1 and WBP2 adaptors
22615609	2010	yes	primary		Primary WWOX phosphorylation and JNK activation during etoposide induces cytotoxicity in HEK293 cells
22574198	2012	yes	primary	10.1371/journal.pone.0036618	Conditional Wwox deletion in mouse mammary gland by means of two Cre recombinase approaches
22545673	2012	yes	primary	10.1021/tx3000945	Testing an aflatoxin B1 gene signature in rat archival tissues
22536204	2012	yes	primary	10.3389/fimmu.2012.00052	The C1q family of proteins: insights into the emerging non-traditional functions
22534828	2012	yes	primary	10.1038/cddis.2012.36	TIAF1 self-aggregation in peritumor capsule formation, spontaneous activation of SMAD-responsive promoter in p53-deficient environment, and cell death
22479346	2012	yes	primary	10.1371/journal.pone.0032907	Identification of IGF1, SLC4A4, WWOX, and SFMBT1 as hypertension susceptibility genes in Han Chinese with a genome-wide gene-based association study
22202011	2012	no	review	10.2741/e516	Role of WWOX/WOX1 in Alzheimer's disease pathology and in cell death signaling
22193544	2012	yes	primary	10.1038/cdd.2011.188	WW domain-containing oxidoreductase promotes neuronal differentiation via negative regulation of glycogen synthase kinase 3β
22071891	2012	yes	primary	10.1038/ejhg.2011.204	A multi-exon deletion within WWOX is associated with a 46,XY disorder of sex development
21965145	2012	yes	primary	10.1002/gcc.20932	Copy number alterations in prostate tumors and disease aggressiveness
21901168	2011	yes	primary	10.1177/1947601911418498	Identification of an In Vivo MEK/WOX1 Complex as a Master Switch for Apoptosis in T Cell Leukemia
21892104	2011	no	primary	10.1097/JTO.0b013e31822e59dd	Functional and clinical characterization of the putative tumor suppressor WWOX in non-small cell lung cancer
21743832	2011	yes	review	10.3390/v3060714	Human T-cell lymphotropic virus: a model of NF-κB-associated tumorigenesis
21731849	2011	yes	primary		Role of the WWOX tumor suppressor gene in bone homeostasis and the pathogenesis of osteosarcoma
21685375	2011	yes	primary	10.1182/blood-2010-12-323659	Tumor suppressor genes FHIT and WWOX are deleted in primary effusion lymphoma (PEL) cell lines
21444760	2011	yes	primary	10.1194/jlr.M009175	The mouse QTL map helps interpret human genome-wide association studies for HDL cholesterol
21347750	2011	yes	primary	10.1007/s13277-010-0150-5	WWOX expression in colorectal cancer--a real-time quantitative RT-PCR study
21318118	2011	yes	review	10.1155/2011/984505	Common fragile site tumor suppressor genes and corresponding mouse models of cancer
21276135	2011	no	primary	10.1111/j.1349-7006.2011.01891.x	Bmi1 regulates cell fate via tumor suppressor WWOX repression in small-cell lung cancer cells
21212468	2010	yes	primary	10.18632/aging.100263	Zfra is a small wizard in the mitochondrial apoptosis
21115974	2011	yes	primary	10.1182/blood-2010-08-303073	The tumor suppressor gene WWOX links the canonical and noncanonical NF-κB pathways in HTLV-I Tax-mediated tumorigenesis
21075834	2011	yes	primary	10.1093/hmg/ddq495	Drosophila orthologue of WWOX, the chromosomal fragile site FRA16D tumour suppressor gene, functions in aerobic metabolism and regulates reactive oxygen species
21072196	2010	yes	primary	10.1371/journal.pone.0013809	Profiling gene expression induced by protease-activated receptor 2 (PAR2) activation in human kidney cells
21069451	2011	yes	primary	10.1007/s10549-010-1248-6	Aberrant expression of DNA damage response proteins is associated with breast cancer subtype and clinical features
20942981	2010	yes	primary	10.1186/1471-2350-11-148	WWOX gene is associated with HDL cholesterol and triglyceride levels
20651033	2010	yes	primary	10.1158/1940-6207.CAPR-09-0265	Genome-wide catalogue of chromosomal aberrations in barrett's esophagus and esophageal adenocarcinoma: a high-density single nucleotide polymorphism array analysis
20629094	2010	yes	primary	10.1002/gcc.20807	Identification of primary gene targets of TFAP2C in hormone responsive breast carcinoma cells
20542955	2010	no	review	10.1258/ebm.2010.009351	Signaling from membrane receptors to tumor suppressor WW domain-containing oxidoreductase
